#edge,stdev,outlier_subtype,outlier_distance
hsa:9700==>hsa:27127|hsa:8243|hsa:9126|hsa:10274|hsa:10735|hsa:5885,0.009437798039624223,T-ALL,-2.799929237277774
hsa:10744|hsa:9232==>hsa:9700,0.020076875820054227,T-ALL,-2.5985699734494774
hsa:994|hsa:995==>hsa:983,0.031164812147742547,Hypo,2.273536352391126
hsa:993==>hsa:983,0.0,,0.0
hsa:993==>hsa:1017,0.056311524194086804,Ph,-2.2999910205520644
hsa:993==>hsa:1019|hsa:1021,0.09067995619985801,TCF3-PBX1,-2.6470550206740096
hsa:1111|hsa:11200==>hsa:994|hsa:995,0.09132903636448435,TCF3-PBX1,-2.312278494036412
hsa:1111|hsa:11200==>hsa:993,0.00027399292408559643,T-ALL,-2.857738033247041
hsa:1111|hsa:11200==>hsa:7157,0.029138077705213924,MLL,2.8520343439973397
hsa:5591==>hsa:7157,0.042195855322628116,Hyperdiploid,-2.536086364765461
hsa:1387|hsa:2033==>hsa:7157,0.04758008728964035,Hypo,-1.9903844667238872
hsa:5925==>hsa:7027|hsa:7029|hsa:1869|hsa:1870|hsa:1871,0.059435112086842296,Hyperdiploid,-2.1080776822673912
hsa:4193==>hsa:7157,0.15064271090313297,T-ALL,-2.0294587427018254
hsa:4193==>hsa:5925,0.45175395145262565,Hypo,1.8446619684315546
hsa:5111==>hsa:1019|hsa:1021|hsa:595|hsa:894|hsa:896,0.3388257273169154,Hypo,-2.807542117692399
hsa:2810==>hsa:85417|hsa:891|hsa:9133,0.2685154858591677,Ph,1.780195842847499
hsa:10912|hsa:1647|hsa:4616==>hsa:85417|hsa:891|hsa:9133,0.1682280929876009,MLL,-2.0893547589139736
hsa:10912|hsa:1647|hsa:4616==>hsa:5111,0.003231088702601901,Hypo,-2.839393832161111
hsa:1026==>hsa:1017|hsa:890|hsa:8900,0.019843013269981283,TCF3-PBX1,-2.1075176149413246
hsa:1026==>hsa:1017|hsa:898|hsa:9134,0.06776637129738221,Ph,2.74975175640249
hsa:1026==>hsa:1019|hsa:1021|hsa:595|hsa:894|hsa:896,0.3327289281416416,Hyperdiploid,-2.208079724547557
hsa:7157==>hsa:2810,0.013514068917016732,Hypo,-2.4203541904501464
hsa:7157==>hsa:10912|hsa:1647|hsa:4616,0.32399263201448497,Ph,-2.3055606605068433
hsa:7157==>hsa:1026,0.008515770155830799,T-ALL,-2.468439880598891
hsa:2932==>hsa:595|hsa:894|hsa:896,0.12258295709719959,Ph,1.7455145348114744
hsa:1030==>hsa:1019|hsa:1021|hsa:595|hsa:894|hsa:896,0.0,,0.0
hsa:4089|hsa:4087|hsa:4088==>hsa:1026,0.06450241822804248,MLL,1.8681315105735539
hsa:4089|hsa:4087|hsa:4088==>hsa:4609,0.004982472093084651,TCF3-PBX1,2.8577380332470415
hsa:4089|hsa:4087|hsa:4088==>hsa:1030,0.294956760900264,T-ALL,-2.743794257153243
