#node,stdev,outlier_subtype,outlier_distance
1,0.7082332626552825,ETV6_RUNX1,-1.887889537486259
2,1.944466571707227,MLL,2.136032092520521
3,0.3128411160056054,Hypo,-1.9277128308240905
4,0.3128411160056054,Hypo,-1.9277128308240905
5,1.670212827714456,MLL,2.132706647256682
6,0.3172397002735841,Hypo,-2.2943623786859972
7,0.3172397002735841,Hypo,-2.2943623786859972
8,5.871863018300591,TCF3-PBX1,2.69683634489536
9,1.0640561891455684,Hypo,1.4982002513232966
10,1.0640561891455684,Hypo,1.4982002513232966
11,1.0640561891455684,Hypo,1.4982002513232966
12,1.0935274195810696,ETV6_RUNX1,1.4377536144473801
13,1.0935274195810696,ETV6_RUNX1,1.4377536144473801
14,1.0935274195810696,ETV6_RUNX1,1.4377536144473801
15,0.15723568624734477,Ph,2.595840951088327
16,4.560809256112051,MLL,2.5365249834767
17,0.9162303499494464,Hyperdiploid,1.848860642333885
18,0.614326134202214,MLL,2.0420125350775704
19,0.09645817857940889,MLL,2.496225171151352
20,0.09645817857940889,MLL,2.496225171151352
21,0.09645817857940889,MLL,2.496225171151352
22,0.16728029103786934,MLL,2.0860755990335695
23,0.9489997200078917,Hypo,-1.6407018539342184
24,0.9489997200078917,Hypo,-1.6407018539342184
25,0.556514711962087,TCF3-PBX1,1.8014797784327021
26,0.6110695401587586,MLL,2.0154056438159844
27,0.5755814568271608,Ph,2.4828789213336413
28,0.26454934901921373,MLL,1.8249292055459538
29,0.22332502602242857,MLL,2.1479791519282028
30,0.22332502602242857,MLL,2.1479791519282028
31,0.4657784113438055,Hypo,2.674965469249709
32,2.113450988123308,Ph,2.3500973973742707
33,0.005302922617360562,Ph,2.85741802398931
34,1.8067826070702495,Ph,-1.8748834733875044
35,0.21602537234825933,Hyperdiploid,-1.7013333326150297
36,0.20904522717540416,Ph,1.945095831625097
37,1.7286010792513207,Ph,2.6824471662802383
38,0.851074573137215,Ph,2.8116257676214267
39,0.4368062628249064,Hypo,-2.6480488760688616
40,0.0,,0.0
41,0.0,,0.0
42,0.0,,0.0
43,0.0,,0.0
44,0.2738409846987399,MLL,-2.2419044906982415
45,0.1337675585181937,Ph,-2.033529925690735
46,0.4368062628249064,Hypo,-2.6480488760688616
47,0.0,,0.0
48,0.4368062628249064,Hypo,-2.6480488760688616
49,1.1263005493621812,Hypo,-2.2440509638076898
50,0.6936380646151865,MLL,2.124869450685368
51,0.4395467155248619,TCF3-PBX1,-1.8356873224950652
